RelativePath,Category,Bytes,Sha256,Status,ManuscriptReference,Generator
manuscript/artifacts/two_dimensional_campaign/figures/classification_error_maps.pdf,two_dimensional,335590,a0054cf18cfa25d5df10229a26be74e99a898f84d66cd75c66b7b9bd0d29fac6,cited,Figure 8,studies/two_dimensional_pof/build_shared_classification_legend.py
manuscript/artifacts/two_dimensional_campaign/figures/classification_error_maps_source.png,two_dimensional,206615,d0a1920e28228ef7ea65bfb69951e56668549262191be72907c6d0ac668ed938,supporting,,studies/two_dimensional_pof/build_shared_classification_legend.py
manuscript/artifacts/two_dimensional_campaign/figures/cossin1_learning.pdf,two_dimensional,227516,4f935ccbb229867f277f80a0cb50fa6bcbd7002b2ec6bda3e50ffa5262dcf6d9,cited,Figure 6,studies/two_dimensional_pof/reproduce_two_dimensional_pof_results.m
manuscript/artifacts/two_dimensional_campaign/figures/cossin2_acquisition_decomposition.pdf,two_dimensional,199032,4ef5d28e11b73274e9e282e4f2c4173c84f974e2fae372c56f303f022e1d10ea,cited,Figure 5,studies/two_dimensional_pof/make_cossin2_acquisition_decomposition.py
manuscript/artifacts/two_dimensional_campaign/figures/cossin2_learning.pdf,two_dimensional,227491,bb35953072e2bafbba7a218aeec7903fa3198ff289cb5e79896b56fb92d7bcda,cited,Figure 7,studies/two_dimensional_pof/reproduce_two_dimensional_pof_results.m
manuscript/artifacts/two_dimensional_campaign/figures/final_pof_maps.pdf,two_dimensional,161943,4604dae0e1e650e85190505d1e6c59b53fc9c39104743478871723ea726861dd,cited,Figure 4,studies/two_dimensional_pof/reproduce_two_dimensional_pof_results.m
manuscript/artifacts/two_dimensional_campaign/pof_field_data.mat,two_dimensional,8042951,5e9b47d742691b704715c955f8bbe498f25fd8bad98435f294352b06b3e06c89,supporting,,studies/two_dimensional_pof/reproduce_two_dimensional_pof_results.m
manuscript/artifacts/two_dimensional_campaign/pof_metrics.csv,two_dimensional,2965,4af0894aba472b7406bed6f66be31d8767b35c8e1eca88e575dda8aeaa1fa342,cited,Table 6 and Section 5.2,studies/two_dimensional_pof/reproduce_two_dimensional_pof_results.m
manuscript/artifacts/two_dimensional_campaign/run_configuration.csv,two_dimensional,624,cebb6ac233ae10a0a78b94a7c14ebbe0b9241bcf32200f66cc660fe3471491c9,supporting,,studies/two_dimensional_pof/reproduce_two_dimensional_pof_results.m
manuscript/artifacts/two_dimensional_campaign/runs/BNH_result.mat,two_dimensional,8585339,19b584f0c9bd5288b1e4a8af76ce2bd5b98c8c40db2e8ce31acfcb0f146159e6,supporting,,studies/two_dimensional_pof/reproduce_two_dimensional_pof_results.m
manuscript/artifacts/two_dimensional_campaign/runs/COSSIN1_result.mat,two_dimensional,8845146,d996038b3e377361772410c5c4c072a89f16b58d4a7293150caac125709a3fe3,supporting,,studies/two_dimensional_pof/reproduce_two_dimensional_pof_results.m
manuscript/artifacts/two_dimensional_campaign/runs/COSSIN2_result.mat,two_dimensional,18509334,50e71798cc23c890a1a90f6b6e1396fcf30ab41609c69349e55fd6a20c783207,supporting,,studies/two_dimensional_pof/reproduce_two_dimensional_pof_results.m
manuscript/artifacts/two_dimensional_campaign/runs/SRN_result.mat,two_dimensional,8584591,84959fd2538868e6b4888825f6e5d7f00e47fb53ffd18b4964406dc0dd529a8e,supporting,,studies/two_dimensional_pof/reproduce_two_dimensional_pof_results.m
manuscript/artifacts/two_dimensional_campaign/source_manifest.csv,two_dimensional,8218,ce66588a898cbedec289b26fecc3d586b645965122735d473f3d74a2fec52c44,supporting,,studies/two_dimensional_pof/reproduce_two_dimensional_pof_results.m
manuscript/artifacts/two_dimensional_campaign/source_manifest.json,two_dimensional,13785,cdd1d875ab3220a3d6b0eb24d37778e6acab8ce283f09343069994f44ccd4792,supporting,,studies/two_dimensional_pof/reproduce_two_dimensional_pof_results.m
manuscript/artifacts/two_dimensional_campaign/source_manifest.sha256,two_dimensional,86,d83cd98f750a548a640fc12ed2a18202dea6ab05c104c1b08fb40bcd4089cce7,supporting,,studies/two_dimensional_pof/reproduce_two_dimensional_pof_results.m
manuscript/artifacts/update_artifact_manifest.m,index,7739,8b624a4849d710d8e8c1d9daaa32167b786e01469962d99dffc8934829cf9fe3,supporting,,manual index
manuscript/introduction_pof_comparison/output/SUMMARY.txt,introduction,3053,b722ccde1e31c14d1432902962cc7391c8235b29016dd02a6d8df38f86a9e22b,supporting,,manuscript/introduction_pof_comparison/run_introduction_pof_comparison.m
manuscript/introduction_pof_comparison/output/gpc_ctsemo_pof_comparison.pdf,introduction,65655,c443a625232b095aa8584be104c30a2d458f3fb7adef66399849472340128ac6,cited,Figure 2,manuscript/introduction_pof_comparison/run_introduction_pof_comparison.m
manuscript/introduction_pof_comparison/output/pof_field_metrics.csv,introduction,1138,1ba91602492c55a34b0eece73b59ffdea2ebc37cf66c07d213d1a97811201a1f,supporting,,manuscript/introduction_pof_comparison/run_introduction_pof_comparison.m
manuscript/introduction_pof_comparison/output/synthetic_constraint_margins.csv,introduction,6886,acf49c34c33f2d26ad29895d9f98a6cbfd1096ab9f3363ed338cc8841e40f570,supporting,,manuscript/introduction_pof_comparison/run_introduction_pof_comparison.m
manuscript/introduction_pof_comparison/output/table1_pof_atlas.pdf,introduction,125248,74710f42dfa5725467ad5297685a230d5acb415619c99e1694dfbd464137b3fc,cited,Figure 1,manuscript/introduction_pof_comparison/run_introduction_pof_comparison.m
studies/hull_coverage/data/convex_hull_growth.csv,hull_coverage,128785,ebfa39b2d0e8ca90edf58124d4d22a06bfcc203f7d3c04a6b6902f7a310efe61,cited,Figure 13,studies/hull_coverage/plot_dimension_hull_coverage.py
studies/hull_coverage/data/maximum_simplex_volume.csv,hull_coverage,899,c9d4cdc848c447d60f65c9aba77fbca7531899617c2bbd42c1fb0532f311ea23,cited,Figure 13,studies/hull_coverage/plot_dimension_hull_coverage.py
