Dimension,SampleCount,ConvexHullHV,Log10ConvexHullHV,RelativeToInitialHull,FacetCount,ElapsedSeconds,Status
3,31,0.319245669916082,-0.495874984571375,687.37054693732,24,0.0009847,ok
3,32,0.319245669916082,-0.495874984571375,687.37054693732,24,0.0008976,ok
3,33,0.323260884953578,-0.490446842485668,696.015740330608,26,0.0008367,ok
3,34,0.328253112294552,-0.483791147505224,706.76454716236,28,0.0004979,ok
3,35,0.33673028211592,-0.472717825802357,725.016813068194,30,0.0008658,ok
3,36,0.370565646117224,-0.431134845117709,797.868020934263,28,0.0008785,ok
3,37,0.370565646117224,-0.431134845117709,797.868020934263,28,0.0008204,ok
3,38,0.370565646117224,-0.431134845117709,797.868020934263,28,0.00052,ok
3,39,0.375279567380173,-0.425645080712443,808.017604599987,28,0.0008668,ok
3,40,0.375364118101305,-0.425547244914997,808.199651471424,28,0.0008622,ok
3,41,0.387759209900396,-0.411437878204442,834.887628262211,30,0.0009898,ok
3,42,0.387759209900396,-0.411437878204442,834.887628262211,30,0.000468,ok
3,43,0.469827023872477,-0.328062006755602,1011.58853133403,24,0.0007592,ok
3,44,0.469827023872477,-0.328062006755602,1011.58853133403,24,0.0008478,ok
3,45,0.469970467649806,-0.327929431723208,1011.89738134194,26,0.0009684,ok
3,46,0.469970467649806,-0.327929431723208,1011.89738134194,26,0.0006408,ok
3,47,0.469970467649806,-0.327929431723208,1011.89738134194,26,0.0006393,ok
3,48,0.469970467649806,-0.327929431723208,1011.89738134194,26,0.0006737,ok
3,49,0.469970467649806,-0.327929431723208,1011.89738134194,26,0.0004967,ok
3,50,0.494398302317624,-0.305923029212432,1064.49315838263,28,0.0007491,ok
3,51,0.512219557474664,-0.290543843397515,1102.86425330656,28,0.0007407,ok
3,52,0.512219557474664,-0.290543843397515,1102.86425330656,28,0.0008911,ok
3,53,0.518806254281787,-0.284994797075821,1117.04612580623,30,0.0006942,ok
3,54,0.518806254281787,-0.284994797075821,1117.04612580623,30,0.0006547,ok
3,55,0.604594111607847,-0.218536086911216,1301.75668562775,30,0.0008529,ok
3,56,0.611258849268809,-0.213774840488702,1316.10658854863,32,0.0008372,ok
3,57,0.611258849268809,-0.213774840488702,1316.10658854863,32,0.0005133,ok
3,58,0.611258849268809,-0.213774840488702,1316.10658854863,32,0.0007723,ok
3,59,0.611258849268809,-0.213774840488702,1316.10658854863,32,0.0008702,ok
3,60,0.622984886379215,-0.20552248920235,1341.35401804112,30,0.0011496,ok
3,61,0.622984886379215,-0.20552248920235,1341.35401804112,30,0.0005333,ok
3,62,0.624166142028034,-0.204699793391297,1343.89738955064,32,0.0008356,ok
3,63,0.624166142028034,-0.204699793391297,1343.89738955064,32,0.0009841,ok
3,64,0.625758725461389,-0.203593085957352,1347.32639438543,34,0.0009445,ok
3,65,0.633924465270109,-0.197962487024721,1364.90811770197,36,0.0008919,ok
3,66,0.633924465270109,-0.197962487024721,1364.90811770197,36,0.0009702,ok
3,67,0.633924465270109,-0.197962487024721,1364.90811770197,36,0.0008502,ok
3,68,0.633924465270109,-0.197962487024721,1364.90811770197,36,0.0004849,ok
3,69,0.637508899669395,-0.19551374806996,1372.62579366652,36,0.0007789,ok
3,70,0.644360653193594,-0.190870986909896,1387.37836202131,38,0.0007555,ok
3,71,0.644360653193594,-0.190870986909896,1387.37836202131,38,0.0004741,ok
3,72,0.644360653193594,-0.190870986909896,1387.37836202131,38,0.0008397,ok
3,73,0.644360653193594,-0.190870986909896,1387.37836202131,38,0.0009651,ok
3,74,0.647997500225522,-0.188426669500326,1395.20888806766,40,0.0008807,ok
3,75,0.650492566636803,-0.186757661880356,1400.5810366209,42,0.0006601,ok
3,76,0.650492566636803,-0.186757661880356,1400.5810366209,42,0.0008344,ok
3,77,0.650492566636803,-0.186757661880356,1400.5810366209,42,0.0008141,ok
3,78,0.650492566636803,-0.186757661880356,1400.5810366209,42,0.0009717,ok
3,79,0.650492566636803,-0.186757661880356,1400.5810366209,42,0.0008715,ok
3,80,0.656788299048275,-0.182574592953221,1414.136431224,42,0.0008449,ok
3,81,0.656788299048275,-0.182574592953221,1414.136431224,42,0.0005136,ok
3,82,0.656788299048275,-0.182574592953221,1414.136431224,42,0.0008553,ok
3,83,0.67204437787053,-0.172602047737937,1446.98442332654,44,0.000871,ok
3,84,0.67204437787053,-0.172602047737937,1446.98442332654,44,0.0005021,ok
3,85,0.67204437787053,-0.172602047737937,1446.98442332654,44,0.0008647,ok
3,86,0.67204437787053,-0.172602047737937,1446.98442332654,44,0.0007735,ok
3,87,0.67204437787053,-0.172602047737937,1446.98442332654,44,0.0008508,ok
3,88,0.67204437787053,-0.172602047737937,1446.98442332654,44,0.001,ok
3,89,0.673209680582427,-0.171849647608125,1449.4934464329,46,0.0005168,ok
3,90,0.673209680582427,-0.171849647608125,1449.4934464329,46,0.0008428,ok
3,91,0.675466649167915,-0.170396089188076,1454.35294454742,48,0.0008006,ok
3,92,0.675466649167915,-0.170396089188076,1454.35294454742,48,0.0007629,ok
3,93,0.686615763191386,-0.163286230347419,1478.3581960711,48,0.0006639,ok
3,94,0.686615763191386,-0.163286230347419,1478.3581960711,48,0.0008868,ok
3,95,0.686615763191386,-0.163286230347419,1478.3581960711,48,0.0007792,ok
3,96,0.686615763191386,-0.163286230347419,1478.3581960711,48,0.000912,ok
3,97,0.686615763191386,-0.163286230347419,1478.3581960711,48,0.0009984,ok
3,98,0.686615763191386,-0.163286230347419,1478.3581960711,48,0.0006847,ok
