iteration,objective_fit_seconds,objective_draw_seconds,pof_fit_seconds,candidate_generation_seconds,acquisition_seconds,expensive_evaluation_seconds,iteration_seconds
48,0.098403699999999997,0.0022049999999999999,0.0016471999999999999,0.0028308999999999999,0.15856590000000001,8.3599999999999999e-05,0.26399990000000001
49,0.1115307,0.0025663000000000001,0.0017059,0.0030121000000000002,0.1168231,8.25e-05,0.23600119999999999
50,0.10636139999999999,0.0022522000000000002,0.0016864,0.0031451000000000001,0.1023075,9.0600000000000007e-05,0.21611140000000001
51,0.1062221,0.0024719,0.0016799,0.0027889999999999998,0.1870598,0.00010509999999999999,0.30065049999999999
52,0.1046802,0.0025090999999999998,0.0016559000000000001,0.0029340999999999998,0.105528,8.4400000000000005e-05,0.21765770000000001
53,0.1083696,0.0025395999999999999,0.0015935999999999999,0.0027439000000000001,0.10530779999999999,8.2000000000000001e-05,0.22089710000000001
54,0.1124671,0.0025268000000000001,0.001699,0.0029588000000000001,0.14520640000000001,8.9699999999999998e-05,0.26522240000000002
55,0.11012230000000001,0.0023641999999999999,0.0017267000000000001,0.0029983000000000002,0.1242602,9.4099999999999997e-05,0.2418459
56,0.1134645,0.0026128000000000002,0.00165,0.0030672,0.20176730000000001,8.14e-05,0.32291120000000001
57,0.11045140000000001,0.0023438999999999999,0.0015689,0.0030249000000000001,0.1052575,8.2799999999999993e-05,0.22299669999999999
58,0.117966,0.0024745000000000001,0.0017616999999999999,0.0028961999999999998,0.140566,8.5400000000000002e-05,0.26601669999999999
59,0.1146443,0.0021795999999999999,0.0016592,0.0029018,0.10915080000000001,8.2700000000000004e-05,0.23087740000000001
60,0.1233659,0.0026232,0.0018308,0.0029683000000000001,0.1135232,8.1100000000000006e-05,0.24465300000000001
