Case,SequentialIteration,EvaluationCount,FixedReferenceHypervolume,FractionOfRunFinalHypervolume,FeasibleCount,ReferenceF1,ReferenceF2
C2DTLZ2,38,53,1.90278881868037,0.998274410591658,51,1.65,1.65
C2DTLZ2,39,54,1.90278881868037,0.998274410591658,52,1.65,1.65
C2DTLZ2,40,55,1.90278881868037,0.998274410591658,53,1.65,1.65
C2DTLZ2,41,56,1.90280503979065,0.998282920794754,54,1.65,1.65
C2DTLZ2,42,57,1.90280503979065,0.998282920794754,55,1.65,1.65
C2DTLZ2,43,58,1.90280503979065,0.998282920794754,56,1.65,1.65
C2DTLZ2,44,59,1.90425255766619,0.99904234298593,57,1.65,1.65
C2DTLZ2,45,60,1.90607792656192,1,58,1.65,1.65
WELDEDBEAM,0,20,44.2031670486363,0.969914758715715,3,367.30045,0.127380278502743
WELDEDBEAM,1,21,44.2804470156717,0.971610451255081,4,367.30045,0.127380278502743
WELDEDBEAM,2,22,44.3051653893112,0.972152826768085,5,367.30045,0.127380278502743
WELDEDBEAM,3,23,44.6015571872921,0.978656315056779,6,367.30045,0.127380278502743
WELDEDBEAM,4,24,44.6015571872921,0.978656315056779,6,367.30045,0.127380278502743
WELDEDBEAM,5,25,44.6015571872921,0.978656315056779,7,367.30045,0.127380278502743
WELDEDBEAM,6,26,44.6349576462923,0.979389194628428,8,367.30045,0.127380278502743
WELDEDBEAM,7,27,44.6358779578854,0.979409388290021,9,367.30045,0.127380278502743
WELDEDBEAM,8,28,44.6358779578854,0.979409388290021,10,367.30045,0.127380278502743
WELDEDBEAM,9,29,44.6358779578854,0.979409388290021,11,367.30045,0.127380278502743
WELDEDBEAM,10,30,44.6371613134262,0.979437547934745,12,367.30045,0.127380278502743
WELDEDBEAM,11,31,44.6371613134262,0.979437547934745,13,367.30045,0.127380278502743
WELDEDBEAM,12,32,44.6371613134262,0.979437547934745,14,367.30045,0.127380278502743
WELDEDBEAM,13,33,44.6459466164626,0.979630316816335,15,367.30045,0.127380278502743
WELDEDBEAM,14,34,44.6459466164626,0.979630316816335,16,367.30045,0.127380278502743
WELDEDBEAM,15,35,44.6459466164626,0.979630316816335,16,367.30045,0.127380278502743
WELDEDBEAM,16,36,45.00853617546,0.987586329656793,17,367.30045,0.127380278502743
WELDEDBEAM,17,37,45.00853617546,0.987586329656793,18,367.30045,0.127380278502743
WELDEDBEAM,18,38,45.0475800782447,0.988443038804059,19,367.30045,0.127380278502743
WELDEDBEAM,19,39,45.0499274313886,0.988494544897633,20,367.30045,0.127380278502743
WELDEDBEAM,20,40,45.0499274313886,0.988494544897633,21,367.30045,0.127380278502743
WELDEDBEAM,21,41,45.0499274313886,0.988494544897633,21,367.30045,0.127380278502743
WELDEDBEAM,22,42,45.0499274313886,0.988494544897633,22,367.30045,0.127380278502743
WELDEDBEAM,23,43,45.0499274313886,0.988494544897633,23,367.30045,0.127380278502743
WELDEDBEAM,24,44,45.0499274313886,0.988494544897633,23,367.30045,0.127380278502743
WELDEDBEAM,25,45,45.0509098771105,0.988516101918744,24,367.30045,0.127380278502743
WELDEDBEAM,26,46,45.0509098771105,0.988516101918744,25,367.30045,0.127380278502743
